#Covars (covariate phase for each covs - do not alter this line)
# Winter_pH_depthavg # Spring_vNorth_surface5m # Spring_uEast_surface5m # Winter_temp_surface5m # Spring_temp_surface5m # Summer_temp_surface5m # Fall_temp_surface5m # Winter_temp_bottom5m # Spring_temp_bottom5m # Summer_temp_bottom5m # Fall_temp_bottom5m # annual_temp_surface5m # annual_temp_bottom5m # Winter_NE_winds # Spring_NE_winds # Summer_NE_winds # Fall_NE_winds # annual_NE_winds # Summer_fracbelow1 # Summer_fracbelow2 # Spring_PhL_integrated # Spring_PhS_integrated # Winter_oxygen_bottom5m # Spring_oxygen_bottom5m # Summer_oxygen_bottom5m # Fall_oxygen_bottom5m # Winter_Cop_integrated # Spring_Cop_integrated # Summer_Cop_integrated # Fall_Cop_integrated # Winter_EupS_integrated # Spring_EupS_integrated # Summer_EupS_integrated # Fall_EupS_integrated # Winter_NCaS_integrated # Spring_NCaS_integrated # Summer_NCaS_integrated # Fall_NCaS_integrated # Winter_largeZoop_integrated # Spring_largeZoop_integrated # Summer_largeZoop_integrated # Fall_largeZoop_integrated
#nspp2 : 
3
#nTyrs : number years for the zooplankton hindcast data 
45
#hind_years : years for covariates 
1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023
#ncov : number of covariates 
42
#nEatcovs : DEFUNCT 
1
#Eat_covs : DEFUNCT 
3
#COVAR_START ##############################################DO NOT REMOVE THIS LINE OR REC FIT WONT RUN!
0.2802685 -0.5964534 -1.166117 -0.8231487 -0.9742587 -1.208311 -0.8765514 -1.186135 0.517666 -1.084856 -0.7926548 -0.9397076 -0.8230257 -1.028728 0.04629735 -0.1608743 -0.6456989 0.6511293 -0.007586792 -0.9460083 -0.725564 -0.232256 -0.6785609 0.09909927 1.934588 0.155246 0.3688855 -1.021652 1.368173 1.394038 0.03969261 -0.1000828 -1.204902 0.6488116 1.38783 0.372775 0.179809 0.8878654 0.393688 -0.1201212 2.014625 2.327434 2.275333 6.726088e-17 6.726088e-17
# Spring_NCaS_integrated : Spring_NCaS_integrated
0.8723383 0.2722635 0.4904937 0.01515187 -0.2180157 -0.4007303 -0.4510757 -0.507135 0.2803758 -1.367403 -0.2388316 -0.4092613 -0.4147093 -0.6238254 0.2438468 -1.08425 -1.534762 0.8460554 0.5359948 -0.5237619 -1.154809 0.1359239 -0.6487159 0.6349652 0.9169072 0.1988462 -0.04564105 -0.9433076 -0.9672206 -1.168224 -0.4644984 -0.63615 -2.241435 -1.079894 1.328775 1.70464 0.02424447 0.2991683 0.9169315 1.84309 2.680195 1.734049 1.149401 1.008964e-16 1.008964e-16
# Summer_NCaS_integrated : Summer_NCaS_integrated
-0.8113235 -1.082973 -0.7223233 -0.1210725 0.161317 1.065284 -0.5793948 -0.6908776 -1.010962 0.116771 -0.3962799 -0.7795483 -2.108891 -0.3675463 -1.288904 0.5330664 0.9971494 -2.459113 -0.3285607 0.1388972 0.8816745 0.9969174 0.9034067 -0.4730196 -1.250307 0.06705551 0.189484 1.696088 1.835704 0.2884849 1.124313 1.235547 1.741753 1.600672 -0.07413641 -0.268088 0.1305241 -0.7684511 0.8215346 0.388577 -1.521003 0.3235175 -0.1349646 1.262317e-16 1.262317e-16
# Fall_NCaS_integrated : Fall_NCaS_integrated
0.5328028 0.8931105 -0.02073836 0.8282039 1.240576 -1.583129 -0.7744694 -1.399357 -0.434881 -0.4383137 -1.782566 -1.144458 -1.23202 -1.584786 0.9496966 1.119189 -0.4680547 -0.6170956 -0.3644006 0.3895177 -0.3897049 0.3143068 1.264856 -0.7883788 -0.9163297 -0.9504587 0.2955834 1.251531 1.020147 0.1071129 1.195025 0.8763686 1.291147 1.024522 0.2687231 1.678131 -0.08140764 -0.2944699 0.3343958 -2.304936 -0.9801256 0.8869958 0.7881405 -2.605842e-16 -2.605842e-16
# Winter_largeZoop_integrated : Winter_largeZoop_integrated
-0.1627277 -0.6348731 -0.8501416 -0.7181688 -0.7982624 -0.8351587 -0.6861432 -0.8674064 -0.0321333 -0.8346712 -0.7114198 -0.8166962 -0.7045675 -0.7967783 -0.2772362 -0.3058406 -0.6413626 0.2300358 -0.2001588 -0.7036725 -0.1205369 -0.03128316 -0.4725967 -0.2014789 1.085161 -0.1374557 0.07708537 -0.6148894 1.47029 4.752713 -0.00189084 0.08629484 -0.5496836 0.2702073 0.9682478 1.083639 -0.1810559 0.2860943 -0.01740572 -0.2315023 0.9541548 1.120406 1.752869 1.022176e-17 1.022176e-17
# Spring_largeZoop_integrated : Spring_largeZoop_integrated
0.7899855 0.1393066 0.4061707 0.1998221 -0.27703 -0.4623425 -0.232388 -0.4814523 0.2972529 -1.323662 -0.2436952 -0.5050491 -0.4340247 -0.6990431 0.145376 -1.16965 -1.532224 0.8489304 0.6384087 -0.5152551 -1.166618 0.2118616 -0.4412391 0.6620598 0.8392551 0.2700041 -0.04502918 -0.7447969 -0.9591657 -1.21711 -0.4907319 -0.6329218 -2.338243 -1.152051 1.250094 1.638149 0.05139368 0.2358949 0.9056437 1.791772 2.667651 1.795328 1.279362 3.82799e-17 3.82799e-17
# Summer_largeZoop_integrated : Summer_largeZoop_integrated
-1.41479 -0.4489548 -0.7612761 0.05910325 0.2967528 0.8646522 0.1571922 0.3667442 -0.7222609 -0.0155698 -0.3316369 -0.8327532 -1.351347 -0.2228454 -1.548586 0.9618858 0.5156422 -2.401414 -0.2165618 0.8555637 0.9162062 1.015172 0.1946234 -0.339283 -1.375399 0.1960098 -0.05613667 1.093957 1.95429 1.076192 1.355639 1.364413 1.782563 1.595696 0.1485493 -0.3028732 -0.7307054 -1.489518 0.2158654 -0.3703577 -1.654909 0.2301018 -0.6296376 -1.931821e-16 -1.931821e-16
# Fall_largeZoop_integrated : Fall_largeZoop_integrated
0.04370989 0.5015639 -1.291063 0.5531172 1.736696 -1.284153 -0.8141455 -0.38142 -0.3010073 -0.2719931 -1.259957 -0.7435953 -0.2002984 -1.04852 -0.2121732 0.9902287 -0.2222682 -0.8245457 -0.4366133 1.427922 -0.4021753 0.7152524 0.1074046 -0.8315091 -1.050312 -1.389189 -0.2887442 1.460467 2.690182 0.1093996 1.000766 1.369627 0.9747011 1.911814 0.2005992 0.3917292 -0.2868164 -0.667317 0.1740446 -1.943477 -1.187334 0.5407156 0.4386881 3.547863e-17 3.547863e-17
#COVAR_END ##########################################################DO NOT REMOVE THIS LINE OR REC FIT WONT RUN!
# Summer_temp_bottom5m : Summer_temp_bottom5m
5.00712 4.29933 4.397918 4.008075 3.961196 2.627186 3.185159 2.990663 4.247289 3.442284 3.928535 3.657021 3.213858 2.508403 4.256095 3.409815 2.546022 3.612845 2.899362 3.852365 2.392928 3.002412 3.303938 3.535047 4.024003 3.548688 3.642515 2.733701 2.164975 2.200937 2.206075 2.289364 2.697381 1.75891 2.527147 3.676662 3.660355 4.540024 3.045293 4.156686 4.161725 3.068908 3.769536 3.352506 3.352506
# Summer_temp_surface5m : Summer_temp_surface5m
10.34631 10.0942 10.60307 9.276493 10.55487 10.30691 9.583699 9.301159 10.43009 9.846984 10.34865 9.761616 10.27443 9.216576 10.40816 9.613011 9.871818 9.3865 10.1466 8.942974 8.654291 9.281209 9.373845 10.49873 10.94007 11.65443 10.87892 9.432153 9.814172 9.087404 8.814695 9.316754 8.344854 8.0208 9.306264 11.85962 10.40503 11.96811 9.979075 10.18516 11.63379 10.56521 10.39181 9.970244 9.970244
########################################################### 
#overlap : pred overlap (2-6/0-6 area)   
# predator 1 ; prey  1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 1 ; prey  2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 1 ; prey  3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 2 ; prey  1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 2 ; prey  2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 2 ; prey  3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 3 ; prey  1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 3 ; prey  2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 3 ; prey  3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
#testfile  
12345
