#Models
# hindcast # H16_CMIP5_CESM_BIO_rcp85 # H16_CMIP5_CESM_rcp45 # H16_CMIP5_CESM_rcp85 # H16_CMIP5_GFDL_BIO_rcp85 # H16_CMIP5_GFDL_rcp45 # H16_CMIP5_GFDL_rcp85 # H16_CMIP5_MIROC_rcp45 # H16_CMIP5_MIROC_rcp85 # K20P19_CMIP5_CESM_rcp45 # K20P19_CMIP5_CESM_rcp85 # K20P19_CMIP5_GFDL_rcp45 # K20P19_CMIP5_GFDL_rcp85 # K20P19_CMIP5_MIROC_rcp45 # K20P19_CMIP5_MIROC_rcp85 # K20P19_CMIP6_cesm_ssp126 # K20P19_CMIP6_cesm_ssp585 # K20P19_CMIP6_gfdl_ssp126 # K20P19_CMIP6_gfdl_ssp585 # K20P19_CMIP6_miroc_ssp126 # K20P19_CMIP6_miroc_ssp585
#nEatcovs
1
#Eat_covs
3
#n_fut_itr : number of future temperature simulations 
21
#nyrs_fut : (1, n_fut_itr) number years for the zooplankton data 
79
#fut_years : matrix(n_fut_itr,nyrs_fut) years for the zooplankton data 
2022 2023 2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099 2100
#ncov_fut : number of covariates 
61
0.09057775 -0.2264459 0.5660621 -0.6890415 0.2050406 0.07168543 -0.1081439 1.273174 1.41442 -0.8250094 0.4868353 1.073651 0.9259287 0.0478184 0.9046795 -0.4681277 -0.1883577 1.071051 1.878838 1.110685 -0.3429788 -1.403757 -1.120868 -0.1465811 -0.9013172 -0.4773355 1.274104 -0.855592 -1.625843 0.08120103 1.262031 1.494682 -0.5027114 -1.821024 -0.2310775 0.04445385 -1.069913 0.5133598 -0.3543004 0.9290903 0.2979089 0.9938318 -1.188379 0.3188871 0.6563346 1.407925 0.4124198 0.9439072 -0.05210439 -1.887866 -0.472567 0.8376376 0.8125901 -0.4539612 0.1022139 0.6967019 0.8137729 0.2122669 0.76397 0.05115052 -0.4071396 -0.4014395 0.2905075 -0.7639508 -0.3327136 -1.582228 -1.281123 -0.305907 1.138453 1.195407 0.8116819 1.121546 1.100267 -0.2643963 1.128543 -0.7940326 -0.7501318 1.166563 1.166563
0.9538594 -0.5108989 1.381828 0.2459827 0.3199926 -1.07791 0.6774149 2.114605 1.327747 -0.2096059 1.050884 -0.9205827 -0.7021683 0.1824578 2.523462 -0.9657474 -0.8458008 0.3529764 0.7076289 0.5511257 -0.05532401 0.07003044 0.6608634 2.463134 1.390195 1.943232 0.9815912 0.7650675 0.6727223 0.3103326 0.8025974 0.9249651 0.4723712 0.1753421 0.8739094 0.1144405 0.3657909 1.786593 1.877948 1.235187 0.08349505 0.04290924 0.3760494 -0.127597 0.9411382 0.6654131 -0.9634734 0.6454489 1.139646 1.68063 2.095506 1.23797 0.2877629 0.9562635 1.291665 0.5669479 0.755538 1.091419 1.683468 1.747283 1.865824 1.625564 0.6570414 0.5886129 -0.01922929 1.242655 1.929616 1.604391 1.494246 1.742802 1.603769 1.824514 0.891783 0.3358632 1.466479 0.5988982 0.4742413 0.2486925 0.2486925
-1.459047 -0.2278465 1.595407 1.574456 -1.184543 -3.191065 1.956867 -2.77845 3.154137 -1.884265 -1.224683 0.4509262 -0.1256608 -0.9009778 0.3491849 -2.253608 -0.06340596 -0.6709565 0.00254046 1.437193 2.358118 -2.509934 -1.60746 -1.154745 -1.386038 -1.066894 -2.380279 0.3423324 0.1738144 -1.29274 3.44744 1.369006 3.327937 3.211708 3.418794 -1.838783 1.977815 -1.676241 -1.802986 1.049836 1.887373 3.112881 0.610131 3.318046 4.447528 -0.3933337 -0.9272577 -0.903169 1.900185 -1.448963 -0.5313587 1.28784 3.296169 0.3962208 -1.52591 -0.9728459 0.4387485 3.206676 1.79303 -0.7590825 2.397968 1.672527 4.008998 1.270458 0.1079159 -1.211268 -0.2629768 1.394454 1.345993 0.7293832 -0.6744908 -0.3541641 -0.4643128 -2.199657 0.4925758 2.076254 3.585761 -1.262271 -1.262271
-0.9884224 -1.454141 -0.5526677 -0.5872907 -0.02286498 -0.8546416 -1.484873 1.072119 -1.803411 0.08691927 -0.6172053 -1.145677 -1.230916 -0.886942 -0.1346597 -0.2352841 -0.6948754 -1.508483 -1.072292 -0.6163293 -0.7157484 -1.446543 -0.3255739 -0.5533289 -0.6622332 1.224729 -0.2496514 -1.886899 -0.4323823 -1.074462 -1.113895 -0.04048708 -0.3433791 1.946743 -0.8263722 0.6525576 0.3619545 -0.218475 -0.814656 -1.051526 -0.9088995 -1.878798 -1.249009 -1.789806 -0.9917898 -1.018288 -0.6764069 -0.1612855 -0.003918003 -0.9782985 -0.9487499 -0.5187686 -0.3269319 0.4202995 -0.9467505 -1.118014 -1.014876 -0.5835945 -0.9654509 -1.634596 -0.5072851 -0.9236419 -0.8940799 -1.494523 0.1425129 -0.5765266 -1.945074 -1.48932 -1.786199 -0.2279783 -2.009717 -2.238455 -1.499578 -0.3131858 -0.723093 -2.102933 -1.811597 -1.467099 -1.467099
0.1014482 0.5441684 0.1084721 -0.5228959 -0.08394705 -1.140002 -0.3010517 -0.7855314 0.4773825 -0.2109872 0.2407114 -0.288518 -0.4185221 -0.4540664 -0.06166258 0.12998 0.5407217 -0.3660289 1.164291 0.7632667 -1.06067 -1.315256 -0.2303347 0.3036567 0.3844383 -0.7380652 -0.5866486 0.4475288 1.160674 -0.01362622 -1.670745 -0.3003463 -1.546151 0.9110173 -0.933541 -0.4164742 0.5290398 0.3510942 0.3594794 -1.426939 -0.4844765 1.250835 -2.653265 1.323519 -0.7247633 0.8575129 1.077196 0.5798494 0.6219578 0.2548972 1.151807 -0.459509 -0.3678477 -0.2324112 0.3584796 1.243765 -0.2198599 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796 0.5084796
1.995221 -1.870604 1.594503 0.7124835 1.403342 -1.139057 -2.454486 -1.95402 -2.412731 1.032387 -0.4420852 -0.7391735 -0.5505125 -3.765542 2.528881 2.067563 -1.190739 -0.3750414 1.067311 -0.5299058 -0.4225183 1.870326 -0.7881227 0.9215683 2.728042 -1.990699 -0.6771387 -0.5974449 -0.6475177 -1.865558 -0.3267331 -3.224496 -2.431922 -2.867557 -0.2355855 0.09081289 0.5218006 -4.129101 -3.422895 -0.5268873 0.2819469 0.5692733 -0.1753732 -0.601743 -0.7003759 -0.3151102 -1.340164 -2.014637 1.628769 -0.1689211 -1.388647 0.8045355 0.2861592 -0.4442575 -0.819126 -0.7929076 1.850223 -0.9710887 -1.533639 -2.859397 -1.922148 -3.320581 -1.869956 -2.324057 -1.819945 -2.752998 -4.04371 -2.3658 -2.47829 -2.484152 -2.372635 -3.376623 -2.641124 -3.07056 -1.698833 -0.9946002 -4.057261 -2.384392 -2.384392
-0.4023063 -0.3487951 0.2836981 -3.594137 0.5727495 0.677531 -2.12876 1.184773 0.2136654 -2.140908 1.583135 1.889549 1.949837 0.1987484 0.8146578 -0.6353481 -1.717489 0.3143047 -0.06887697 -0.752068 1.343473 -3.706381 -0.7190678 -1.094784 3.327884 -0.592552 0.06890024 -2.172945 -1.644536 -0.4298309 0.3512452 1.010875 1.482637 0.8716277 -1.765084 -1.588036 1.096296 -0.6845093 0.4237287 1.610819 -0.1163784 2.354971 -2.320463 -1.036743 -0.4926199 1.0731 0.6169458 0.6186266 0.3418013 0.05961543 1.584365 -2.330986 -1.097205 -0.5406463 1.745853 0.4757935 -1.817044 -0.5403701 -0.2421286 1.23288 -0.1786409 -2.624282 1.509584 2.127246 3.986235 -1.829371 1.403893 -2.310795 1.249145 2.606537 -0.8810775 -0.9052274 1.50248 -2.852004 0.3159233 0.5438646 -0.7188635 1.593377 1.593377
0.6620992 1.08238 0.5886044 1.122462 1.907213 1.009512 0.9410352 0.4247202 0.8903035 2.080387 0.7207972 0.7485914 -0.8546136 0.6185482 1.329183 0.6999245 -0.161561 0.4265688 1.090284 0.7655426 0.6328685 0.03809904 -0.2180614 -0.3979105 -0.5836462 1.307958 -0.8336914 0.0946035 -0.5707075 0.4999774 0.756211 1.286326 -0.3007706 0.7856089 0.6863459 0.159797 -0.3973616 0.1558225 0.7836744 1.013466 -1.501224 -0.5599451 0.1122075 2.090736 1.091071 -0.2151332 0.4903418 -1.110038 -0.5406805 0.04715516 0.2026938 -0.2330001 0.8551098 0.01860619 0.4484013 -0.1849392 -0.8545284 -0.5119787 -0.6389432 -1.754101 0.5308036 0.4467194 0.2415204 -0.6637842 -0.7772849 -0.6366488 0.01703017 -0.6805369 -1.760813 0.3961672 1.169055 0.439227 1.264676 0.3945456 -0.5537999 -1.978263 -0.05722769 -0.389814 -0.389814
-0.6714575 -2.721714 0.4034773 0.6600546 -0.7321031 -2.372314 -1.158574 -3.666436 1.233371 -2.292168 -2.664878 -0.625277 -3.539925 -1.272711 -0.7064828 -2.103095 -0.4728659 -0.3129765 -0.9169083 -1.572 -0.6786152 -4.834095 -3.234167 -0.7372388 -0.7400733 -0.1800889 -2.155326 -0.9494753 -1.509436 -1.601421 0.7523983 -1.159039 0.06912793 1.034431 0.9901949 -1.141036 -1.704839 -0.6434076 -0.8264365 0.2334212 -0.5433889 0.1409402 -1.210889 0.4312378 -0.1599319 -1.113745 -1.371032 -1.972043 -0.2947306 -3.821351 -2.537519 -1.473042 -0.6366147 -1.414757 -3.871491 -1.29911 -1.278627 0.1482561 -0.8790889 -1.176487 -0.3632547 0.06283587 0.7717014 0.01418757 -0.2739582 -2.019478 -1.131336 -1.187278 -2.362922 0.1264334 -2.136937 -2.780061 -1.338736 -0.5408231 0.3301307 -0.8034178 -0.5835526 -1.961439 -1.961439
-0.6411875 -0.5251906 -0.9117978 -0.8089076 -0.03246519 0.01280349 -2.155971 0.5460788 0.0355773 0.6808094 -0.07523476 -1.664923 -1.114847 -1.124745 -0.5436077 0.07868507 -1.069652 0.1074832 0.238327 0.1283348 0.2814738 -1.369111 -0.07656133 -0.6228006 -0.8017203 -0.4273061 -0.4894238 -0.8764937 -1.605388 -0.5193256 -0.6047253 -0.8729961 -1.521886 0.4220041 -1.643601 -0.9767701 -0.3357422 -0.5756177 -1.270359 -0.9417887 -1.478851 -2.844523 -2.790519 -1.571532 -1.436058 -1.174353 -1.376274 -1.472899 -2.177599 -1.755152 -1.027781 -1.175176 -1.606935 -0.9505968 -1.447032 -2.022968 -1.349541 -1.645263 -1.439194 -2.628476 -1.495505 -1.581471 -1.46532 -3.020599 -2.132521 -1.658352 -1.703319 -2.026077 -2.24454 -1.278912 -2.661073 -2.946983 -2.691211 -1.643346 -2.204021 -3.045079 -2.054565 -1.985848 -1.985848
-2.546198 -0.4171128 -0.64709 -0.7212235 -4.070347 2.808399 -0.3267302 0.800468 2.240623 -1.15079 -0.432389 1.220261 0.5660236 2.597827 1.293875 -1.73311 -0.8293169 2.090892 -0.4833573 -0.7315882 0.09906487 -0.4201495 -1.604544 -3.478532 -2.862028 -2.445454 -2.401741 -1.817654 -0.8238617 -3.812875 2.289654 1.915247 0.09335269 0.4161917 0.8315079 -0.4178706 -1.055773 -3.033597 -2.007102 -0.4904288 -1.241663 -2.100903 -0.2757408 -0.646626 -1.806013 -2.829166 -1.302391 -0.9616966 -1.232297 -1.727553 -1.498145 2.12973 1.068884 0.9434849 -0.4598694 -1.87259 -3.48245 -3.608312 -2.511304 -4.205383 -3.672333 -3.279449 -3.07345 -2.493568 -0.3282816 -2.741169 -2.229056 -2.8157 -2.908879 -4.386761 0.1175325 -3.00092 -1.719913 -4.091686 -5.191807 -4.067723 -2.938835 -2.177812 -2.177812
0.6826484 1.784315 1.451496 -0.7083837 -0.5144301 1.396237 0.0749321 0.04357583 1.629083 1.315914 -0.2736637 0.5275454 2.060334 1.003069 -0.2353252 -0.4718292 2.050565 1.866574 -0.188684 -0.5775571 -0.3246425 -0.2728586 1.160638 -0.7972309 -1.682956 1.047073 1.809835 0.5971025 -0.2359389 0.7710812 0.262033 -1.610386 -2.885813 -0.789527 -1.301411 -0.6056161 -1.73891 -0.9582062 -2.14234 -1.13023 -0.487787 -1.634839 -0.7570234 -0.6394956 -2.336852 -1.640205 0.08341749 -0.4237669 -1.896861 -2.477574 -1.524574 -0.6909655 -1.095619 0.1150774 -2.649972 0.1563475 -0.9142558 -1.531958 -1.166768 -2.317508 -2.805122 -1.844467 -1.505793 -2.468507 -3.405673 -2.53647 -2.23479 -2.099235 -1.353899 -3.183155 -3.443756 -3.2655 -2.066752 -3.633645 -2.39997 -2.106999 -1.475008 -0.1824609 -0.1824609
-0.1642043 -0.2235804 -0.7418603 0.300909 0.5795752 0.2791393 1.538652 0.6952637 0.7998596 0.5522162 -0.313516 0.09341812 0.9369681 0.9027272 0.714469 0.8285776 0.8632645 1.141175 0.681351 -0.06947243 0.5987196 0.719584 1.03239 0.8537013 0.8276775 0.8656732 0.6480504 0.6501451 0.5720904 0.8508876 0.5794512 0.5680772 0.2019461 1.063642 0.6953853 1.011965 0.2675491 0.887955 1.268832 -0.1057658 1.326104 0.9229884 0.4508102 0.3872304 0.4640593 0.8011048 0.7533873 0.1735162 -0.08579221 0.2774405 -0.001531987 0.71024 0.6137982 0.3150058 0.5066978 0.27236 0.5601679 0.9552452 0.817127 0.7276146 0.04470376 0.2186628 0.4456879 0.5288054 0.2809632 0.8904387 0.40836 -0.08564443 0.3569129 0.2395799 0.2199814 0.4995327 0.6443401 0.7547798 0.4322007 0.4748371 0.8864852 0.5392632 0.5392632
0.2731538 -1.554006 -1.736017 0.617466 -0.3421568 -0.3460322 0.9006521 0.3171598 0.8539878 0.455215 0.644012 0.7113001 0.01644608 -0.4981478 -0.2579765 0.07961963 0.6607066 0.1925628 1.533466 0.1321379 0.5722609 -0.07273039 0.2908418 0.5431116 -0.2253896 -0.9287049 -0.7056819 1.054986 2.00569 0.9067734 0.9880284 0.4679022 1.151586 0.6193324 -0.5570349 0.9427117 1.264936 0.4840052 0.7093329 -0.3654035 0.3804436 0.7606172 0.2109497 0.4394078 0.8844882 -0.6071366 0.1734824 0.6728159 -1.862883 1.35738 0.2973588 0.4153697 0.2169997 0.02741904 1.359108 -0.06711783 -0.8000666 -0.1288967 -0.07260513 0.5172956 1.176045 -0.1006772 -0.3709566 0.234273 -2.147002 -1.048509 -0.1390908 -0.8161534 -0.304042 -0.1111083 -1.349419 0.3701772 0.7109747 0.0959136 0.6064303 0.5530656 -0.8821737 -1.207765 -1.207765
2.412733 0.5121178 0.3937153 -0.2916284 -1.08544 -0.698928 -0.3418956 -2.058635 0.2364282 0.4504293 1.643844 0.4761185 0.2611045 1.63414 0.03888093 -0.4010717 -0.01864351 1.536619 -0.4250745 -1.512714 0.7524378 1.128234 2.28915 -2.74102 1.36782 0.1095835 1.185569 0.5229364 -0.3596616 0.9682018 1.363395 1.186265 1.272878 1.244053 -0.01555691 0.03808105 -1.649065 -0.09968571 0.5244787 -1.954455 -2.894972 -0.2714585 -0.8067179 -2.237813 0.3138649 -1.436331 -1.141598 1.215225 0.03796275 0.7322007 1.334688 1.200072 0.8017851 -1.032565 1.969415 1.613852 -0.02261632 -2.448137 -1.393908 -1.067776 -1.427437 -0.04132476 0.703596 1.284277 1.191309 1.168154 0.6680844 2.177222 0.1895526 -0.0801865 -1.284677 -0.6957657 0.9863286 1.808631 0.3002635 -0.8172908 0.2053533 0.2318151 0.2318151
-0.9644557 -0.4372713 1.423629 -0.3617525 1.857927 -2.457408 0.3249906 -0.2980659 0.04360546 0.4170582 1.638647 1.101195 0.6240495 -0.06177843 -0.08470264 0.730506 -2.292256 -0.5082023 2.37284 0.3949991 0.9695748 1.345982 0.9274096 0.2110145 -0.3662888 0.4442614 0.6113689 -1.650605 -0.4947161 0.4906602 -1.503843 -0.9098659 3.169749 -0.2666641 1.332799 -1.244501 -0.1936731 1.098639 -1.351864 -1.59299 0.4869973 -2.261468 0.2949134 -3.573408 -0.1802657 -0.3042895 -0.3055067 -3.50112 -0.3115174 -1.958352 -0.54728 -2.827712 -1.343426 -2.026401 -1.536753 -2.023962 -5.216827 -3.725844 -3.743239 -4.303617 -4.896631 -6.239239 -1.073523 -1.385338 -2.66148 -1.050488 -2.772735 -3.035602 -2.922745 -3.500108 -4.441549 -4.251404 -2.67707 -6.112756 -4.846357 -4.770612 -5.329098 -6.517672 -6.517672
###########################################################
# srvy_rep_EupO_surface5m
-0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306 -0.2870306
-0.3146251 1.306277 0.8129843 1.039029 0.7923277 -0.3452717 -0.2814728 -3.301268 0.4540781 1.42031 -1.911419 -2.389853 1.867069 0.2677546 -0.2585697 -3.093727 -1.744956 0.4095551 0.8231148 1.536054 0.8645005 0.836035 0.02199912 -1.845168 1.019723 0.3441558 -2.487301 -0.7933491 -1.879618 -4.087366 0.5485047 0.6892927 -2.286224 -3.94495 -11.42171 -1.444402 -0.6396564 -8.592392 -2.382669 -4.33479 -0.9720567 -4.016719 -1.751639 -4.808718 -3.040397 -3.414609 -2.518131 -5.842256 -0.5859659 -1.815322 -2.452727 -4.751605 -2.060558 -4.089937 -1.244883 -3.316013 -7.958136 -1.941074 -3.813813 -10.17992 -6.089517 -6.898137 -7.797009 -4.541784 -5.448494 -6.902392 -6.535802 -8.143991 -5.187595 -3.804973 -1.73811 -6.074789 -4.076637 -5.973549 -6.084119 -0.8896397 -7.958142 -12.11317 -12.11317
0.1123853 0.3241128 -1.527939 0.5692978 0.2706814 -2.173648 0.4488538 0.8691737 0.8152628 0.3606021 0.115134 0.3161006 -1.091737 -0.1987784 0.1982841 -0.3891024 -0.1376356 1.037628 -0.6007943 0.5448569 -0.5024493 0.6461368 -0.5124051 0.1281073 -0.05886763 -0.3726156 -0.2757426 -0.6123828 -0.119649 -0.2099141 0.5225039 0.9633852 0.8387115 0.02786048 -2.915253 -1.943214 0.1246853 -0.7072619 0.7532216 -1.555621 -0.8528225 1.135679 0.6100612 0.1569471 -1.59808 0.6696342 0.05200246 -2.674928 -0.540514 -1.170767 0.655604 -0.297757 -1.857125 -2.319623 -2.228452 -0.930874 0.08711767 1.048916 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368 0.1912368
-0.07527139 0.9588424 0.6809949 0.8462729 1.213606 0.07470498 -0.985042 -3.429488 0.6615804 1.06944 -3.085313 -1.801828 1.10899 -0.4555845 -0.004753827 -2.535456 -1.702576 0.7019972 1.081699 1.361809 0.9556809 0.8382197 0.2415122 -0.3589668 1.226143 0.7291077 -3.932459 -1.046334 -1.352995 -4.045414 0.6446249 0.6474936 -2.897457 -4.686552 -9.940953 -0.7530827 0.2948192 -8.257818 -2.998149 -3.449176 -0.4347201 -3.203989 -0.8916516 -4.660558 -2.856203 -3.392298 -1.69607 -4.655954 0.06696974 -1.819055 -1.806539 -3.913126 -1.407587 -3.279726 -1.01501 -2.114453 -7.315238 -1.464401 -2.938569 -9.554309 -4.42779 -5.908976 -6.689727 -4.136216 -4.388754 -5.420789 -6.024416 -7.042775 -3.619113 -2.625609 -1.117744 -6.106102 -3.388071 -4.38393 -5.989538 -0.8114897 -7.12609 -10.51649 -10.51649
0.7845138 0.2327183 0.4534943 -0.08293624 -0.1569044 -0.5044696 1.001043 1.10389 -0.4437556 -0.7223303 0.6989595 -1.840339 -0.1478142 0.4160334 0.6533339 -1.020526 -1.482696 0.1013796 -0.794394 0.1295179 0.9562723 0.3353528 0.6673954 0.7455638 1.011792 0.595225 0.5526646 0.4290523 0.592006 0.7372558 0.9319257 0.5167336 0.9258635 0.08192649 0.7873305 0.6823043 0.8247131 1.240192 0.606093 -0.5216602 0.988554 0.743349 0.3906165 -1.62338 0.2305162 0.8044021 -1.234895 0.9170636 1.345143 0.7601922 0.6424423 1.146172 0.4316585 0.8005329 0.9866392 0.8957901 0.6204932 1.251034 0.9836968 1.042192 0.6330673 0.8068036 0.2492913 -0.01820449 0.6199633 0.6945259 1.018176 0.7067092 1.372634 0.8313794 0.3880462 0.5836349 0.2914186 0.4588287 1.072549 1.189239 0.007639506 1.201877 1.201877
0.06174113 -1.632066 0.01914662 0.1492838 0.1080324 -2.179124 0.04354057 -0.3841516 0.06764338 -0.07109794 -1.24442 -1.077371 -0.01856903 0.03023715 -0.1690149 -0.05589833 0.4299043 -0.5037543 0.8423641 -0.3648336 0.4961752 -3.217588 -0.9857469 0.5898324 -1.634133 -0.2291672 0.3877056 -0.1304933 -2.87389 -0.09633572 0.2332641 -0.1285875 -1.706309 -3.014177 -0.3578772 -0.7190889 -2.556814 0.7517108 -1.084151 0.2716228 0.4198734 -0.5949585 -0.6144694 -0.4237957 -0.4697039 0.3239251 0.3290394 -0.1737924 -0.1794883 -3.380899 -1.828256 0.5911495 0.5427433 -1.600296 -0.7411659 -0.9230579 0.6792888 0.1379709 -0.2153101 -1.413585 -2.342031 0.2607505 -1.559614 -1.098524 -1.645379 -2.57976 -2.049233 0.09697032 -1.016843 0.1099234 0.1105902 -0.6122935 -0.8659662 0.1125669 0.4088247 -2.14882 -2.685279 -0.1045413 -0.1045413
1.219567 -0.02569318 0.5953992 0.1063086 0.1924943 -1.392891 0.7866248 1.508363 -0.3586842 -0.7125727 0.7981264 -2.282538 -0.3460242 0.3986449 0.9691908 -1.160316 -1.187564 0.7033857 -1.10174 -0.120201 0.5104912 0.379259 1.093473 1.273529 1.620937 0.6514232 0.8295244 0.861767 1.424179 1.441039 1.117712 0.2795845 1.11361 0.272179 0.3879924 0.8274623 0.6888157 1.461172 0.927518 -0.2383318 0.7963617 0.9770371 0.5219643 -1.929765 0.444117 0.8224231 -1.613539 0.7913289 1.736072 0.9883132 0.8346321 1.495629 0.4096387 0.9574024 1.435907 1.339232 1.415425 1.719918 1.392496 1.814018 1.373412 0.8861118 0.159469 1.097055 1.567948 1.305792 1.211292 1.003667 1.677357 1.426647 0.4821599 0.8196155 0.2962981 0.8701226 1.682769 1.566436 1.353612 1.44045 1.44045
-1.966826 0.3397034 0.6245219 1.000462 -1.207962 -3.355088 0.3436476 -2.205805 -0.6688587 -0.3698925 -0.1053745 0.1518516 0.6072859 0.2527628 -0.5361969 -3.073088 0.9449027 0.3520663 -1.586249 -0.262009 -1.79958 -4.56308 -4.27032 0.1240693 -2.78198 0.609314 -2.985583 -1.918224 0.07958166 -2.133151 1.183276 0.924069 0.2689912 0.314022 0.8278099 -3.264223 -0.920029 -2.362178 0.2070061 -0.627337 -1.847124 0.25504 -1.273807 -1.672838 1.025435 -1.058176 -1.482489 -3.736022 -2.791178 -2.732666 -2.283895 -1.291304 1.307832 -1.691267 -5.499684 -0.03266066 -2.440164 1.361997 -0.1306913 -2.947108 -0.1853787 0.3254246 -2.42736 0.4685262 0.7090762 -3.978718 -1.095386 -1.539272 0.2782125 0.5655391 -3.771812 -1.991345 0.7946212 0.5931301 1.189841 0.6852217 1.375872 -6.310793 -6.310793
-0.5295782 -0.1866823 -0.2601702 0.8417131 -0.5896583 0.5729827 -1.252631 1.422388 0.01428873 0.8888764 0.1774009 0.4589848 -0.2417746 -0.6460612 0.912654 1.172364 -0.1989787 0.1929892 -0.04827028 1.104061 1.276032 -0.6062054 -1.171182 -3.803761 -1.575797 1.500342 -0.4655793 -0.02905907 -2.88849 0.3296933 -3.572058 -3.15466 -2.929929 1.489411 -4.204859 -0.02070139 -3.458179 -2.327903 -0.2249243 -3.474451 -1.654522 -3.061274 -4.21773 -6.073074 -4.028771 -1.28268 -4.142953 0.5072893 -1.806479 -3.043377 -3.76617 -0.4942254 -3.606563 -1.213013 -2.997849 -2.934454 -3.550799 -3.368669 -4.324846 -3.440313 -1.590411 -0.8071538 -3.01755 -5.932826 -0.2266944 -4.620384 -3.625999 -1.942264 -3.896923 -1.830789 -4.731523 -5.893816 -6.809546 0.02823209 -3.919479 -7.367167 -1.759206 -3.230927 -3.230927
0.470362 -0.09276729 -0.2577929 -0.117161 0.4846691 -0.8618056 -0.1587086 -1.000644 0.4372698 0.6367896 0.3822808 -1.269868 -1.874391 0.4165783 0.4825828 0.8714365 -0.5321423 0.167281 0.06220158 0.8742636 -0.5754486 -0.1341275 -0.2322298 0.3742733 -0.7080777 -0.07345662 -0.3906706 -1.195649 0.3227691 -0.2236881 -1.08644 0.6508646 -0.8660136 -0.09301149 -1.760909 -2.480531 0.6356545 -1.170719 0.5001059 -0.4572724 0.3363493 0.7236356 -1.712474 0.4915633 -0.5533651 0.9559164 0.7350547 -0.8746211 -0.08501044 -0.7833139 0.53416 -0.3246342 -1.078274 -0.168398 -0.4284923 -0.855231 -0.9860624 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013 0.6741013
-0.3451594 -1.3268 0.7605481 1.882774 0.7851811 0.5140713 -0.2703133 -0.5870318 -1.689415 0.6302579 -1.085328 -2.96103 -1.084686 -3.769017 0.5873741 -2.191787 -2.024089 0.8107981 -0.4895526 -0.5218197 -0.3388081 0.8886311 -0.7258839 -1.30035 0.6682433 -2.224811 -3.110101 -1.278987 -0.4436402 -2.968221 0.03153043 -1.014569 -1.521753 -3.128329 -6.033002 -0.4746965 -0.6449706 -3.837122 -1.518299 -4.373315 0.4481334 -4.438149 -0.289663 -3.416091 -0.5536031 -2.781015 -1.177202 -3.382418 -1.171439 -3.836783 -0.1586716 -3.394128 -1.898064 -1.172008 0.76831 -0.7795586 -4.981351 -0.1401255 -1.794479 -4.298062 -2.206294 -4.639818 -2.435603 -2.858621 -2.057284 -2.442258 -2.598532 -3.259487 -1.843411 -1.329993 -0.2187823 -1.35179 -1.275265 -3.882939 -6.157418 -0.2770381 -2.781855 -4.955365 -4.955365
