2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099
#ncov_fut : number of covariates 
42
###########################################################
#  | mn_Hind
#  | cesm_rcp45
#  | gfdl_rcp45
#  | miroc_rcp45
#  | cesm_rcp85
#  | gfdl_rcp85
#  | miroc_rcp85
#  | cesm_ssp126
#  | gfdl_ssp126
#  | miroc_ssp126
#  | cesm_ssp585
-0.9089129 0.3465462 -0.09097887 0.6090273 1.253989 1.352038 0.7013941 -0.2452741 0.4910405 1.795694 -0.1367487 -0.2218134 -0.4977444 0.8294858 1.142887 0.2844715 0.7622835 0.4170511 -0.3584146 -0.8455536 0.1678399 0.3497962 1.172633 0.02993423 1.586517 0.3825933 -1.471425 0.1038517 -0.1651878 -0.02870874 0.1418937 0.4591012 1.574029 -1.039261 -2.009393 -0.6775345 -0.1172532 0.6368379 1.321466 -0.006234725 0.9775752 -0.8433715 -0.4985901 -0.2542921 2.942024 -0.3123368 -1.138883 -1.63021 1.018521 0.2679359 0.3379442 -0.03063435 -0.9927871 0.8025943 0.3008828 0.4507587 0.4254422 -0.3253508 -0.2046366 1.066687 -0.02019056 -0.6144347 -0.02739957 0.2661124 0.1455752 1.13374 1.153121 1.338122 0.5883853 0.6008329 0.2968105 0.7432405 0.7126512 -0.03973067 0.4983746 0.08134734
0.7900478 0.5219068 0.2608479 1.150328 0.05948308 0.9387607 -0.1158444 2.174115 0.369799 0.7916001 0.6636599 0.763061 1.200154 0.8016248 0.2888351 -0.206888 -0.3724257 1.12539 1.408667 2.085767 0.2244331 0.2943304 0.5046878 1.083921 0.4211876 -0.0806817 0.5171372 0.5208771 0.2928876 1.010787 0.603488 0.3554181 -0.6164274 0.9311454 0.01917691 0.7504657 0.4867946 -0.03105379 -0.3512254 -0.264417 1.104221 -0.1440588 -0.3292754 -0.44841 0.5916345 1.537874 0.9692635 1.009763 0.8260129 0.9065614 -0.2031027 -0.08988206 1.800821 0.7072099 0.6282631 0.593028 0.7225684 0.6669492 0.7191584 0.3771605 0.3997991 0.08468079 0.4486822 0.42245 0.9052348 1.758904 0.8318032 -1.044835 0.1145635 0.8512112 1.149492 0.4337362 0.7391778 0.03716703 0.03216773 -0.8291213
-1.637562 0.03775317 0.9647476 1.217064 0.9515993 0.759275 1.306475 1.075114 0.6845089 0.3590769 -3.92338 0.5609595 1.248476 0.9525126 -0.08736456 0.4470478 1.701963 -2.040476 0.1876328 -0.1085301 -0.1544625 0.6852181 -1.978549 -0.7120848 1.306736 -0.3098614 1.712155 -2.023757 -0.5015161 -0.3030392 2.380694 1.032858 0.3229196 -0.2823437 0.5275021 1.551626 1.562187 1.270579 0.7367683 1.512471 0.8400862 2.061465 1.238033 2.015824 1.22733 1.415866 -0.8388168 1.609437 -0.1540606 0.5771121 2.828952 3.144732 0.1491152 0.8971397 0.01812736 1.07054 0.8257048 1.484028 1.263704 0.1188661 2.359203 2.444253 2.274025 0.9487751 0.3200024 1.117737 1.339514 2.146955 1.08227 1.766974 0.1444002 0.3068476 2.833167 1.157917 -0.5510308 0.6618795
-0.05469648 -0.1263734 -0.3632516 0.08238451 -0.466939 -0.8847225 -1.343669 -1.047852 -0.206129 1.339052 0.4535226 0.09143176 2.142809 0.8849546 -1.253235 -1.942223 -0.7599316 0.5502411 0.9777228 0.4273563 0.2356264 0.2783263 -0.2580969 2.145161 0.09156041 0.1663314 -0.3024347 -0.2134954 1.362663 0.3832236 -0.2428124 0.5766736 -0.03749818 -0.2885382 0.7215499 0.08495121 0.9552454 0.2508184 1.76823 0.807895 0.2559835 1.752631 0.7951784 0.7709204 -1.334801 0.3512582 0.1519807 -0.003669978 -0.3198137 1.041373 -0.1184308 0.5962939 0.3095516 0.2662885 0.6558716 1.773245 0.7010959 -0.2792765 0.4613101 1.153509 0.617506 -0.2398201 -0.317636 0.2213496 -0.06511079 0.6007788 0.3788987 0.3836083 0.00901958 -0.008751652 1.494274 0.6739641 0.7602775 0.9779345 0.4485499 2.030846
1.393869 0.4339648 0.4896935 -0.06149207 0.6457762 0.700395 0.4918738 1.270089 1.569601 -0.1551003 -0.1676553 1.170095 0.4638233 0.5134231 0.2376905 -0.08978183 0.1157184 0.5820087 0.5577819 0.7525056 -0.4453012 0.5333532 0.3952257 -0.1703411 0.5119606 0.4574618 0.7254026 0.5996108 0.8953169 1.220402 0.8255688 0.4149767 0.73797 0.04420617 0.1072545 0.526294 -0.007981215 1.529664 0.7594238 0.9113548 2.229237 0.8508644 1.575378 0.2688808 0.8098898 0.03317813 1.058159 1.360675 1.210705 0.8077999 0.8105131 1.729694 0.7897073 1.958638 0.5576062 1.053253 0.8473443 0.8251681 -0.1887508 1.500656 1.186983 1.630387 1.163339 0.9282312 1.000421 1.098558 0.673931 1.124603 1.243133 2.425688 0.4815022 0.5136781 0.7335779 1.780538 -0.04343437 -0.1877967
-0.2898713 0.07367045 0.4441704 -0.3215935 0.7767678 -0.548775 -0.4686065 0.6817849 0.05867214 -0.5667248 -0.004709816 -0.947652 -0.5544563 0.08730481 0.1644304 -0.8451918 -0.4125933 0.6845742 0.01251668 0.5657342 0.1451242 0.2691429 0.6814251 -0.1548788 -0.9419033 0.1794231 0.9293714 1.633923 -1.175949 -1.771015 -0.4833778 -0.8202744 0.4137052 1.256195 0.1032723 1.399505 -0.05426543 -0.9545242 0.05187432 0.9461784 -0.3964941 0.5246823 -0.01171251 0.1539905 1.108544 -0.5184291 0.7860041 0.2628731 0.8371385 -0.4153069 -0.05186979 0.6317398 -0.04803605 0.4018447 -0.5282434 -0.5842265 0.3385061 0.701346 -0.1164497 -1.030606 0.2532228 0.001492442 -0.9120741 0.557869 -0.302417 0.991953 -0.1468445 -0.01606387 0.08571837 0.7404079 0.8575512 0.4557892 1.372248 1.100291 0.1956065 -0.2516535
0.5250718 -0.4076284 0.9849914 -0.695546 0.6051352 -1.987152 -0.06426737 1.139637 0.3462393 0.4587996 -0.9821307 -0.09687667 -0.8139101 -0.8013683 -0.2106065 0.8400812 0.1646092 1.520067 -0.1434532 0.3051647 -0.7701616 0.2385785 -0.4090327 -0.1503353 0.3725804 -0.9727602 -1.483368 -0.5248227 0.4980429 0.9773668 0.3437274 -1.455477 1.103571 0.7358093 0.541327 0.1332922 -0.08990274 -0.1089449 -0.2560292 0.2459203 -0.3196272 1.152101 -0.9155582 -0.9452948 1.038641 0.8538469 -0.05181163 1.018659 1.60351 -0.06927627 0.4512962 -0.1939649 0.6869804 -0.1005275 -1.298759 -0.548797 0.6503617 0.3772964 -0.3367076 0.08272731 -1.582494 -0.1319512 -0.3082058 1.027984 0.926903 0.2061336 0.7321803 -0.0678961 0.5057441 1.28823 0.4352409 0.6530653 1.885196 0.3103854 0.691873 0.2848044
0.003714535 1.322623 1.141602 0.1571369 0.7399166 2.086649 -0.3853384 1.058452 -1.62336 -0.5325004 1.19948 -1.502094 0.8644808 1.242571 0.009905003 -0.3925243 -0.2066556 -0.2449031 -1.212216 0.6869924 -1.881246 1.648371 -1.69217 1.102469 -0.0615831 1.293784 1.18095 2.289118 0.4778848 0.317479 -0.9432743 0.2004653 -0.6674098 0.3524279 0.6752311 1.336279 -0.1913682 0.04848035 2.673418 -0.1936083 0.5692479 0.2100557 1.613416 -0.7065762 -0.2017131 -0.84461 0.5558836 0.4221393 -0.8091433 -1.411179 -0.1679098 0.9658429 -2.333131 -1.552069 0.9369329 0.6678371 1.224309 0.6501797 0.4575339 -2.039239 -0.4253263 -2.181658 -1.04071 -0.9032785 0.4485227 0.1801905 0.6250723 -0.5649847 1.499793 -0.608911 -0.3661233 -1.138081 -2.094578 1.054782 0.3871941 0.06748451
1.622906 0.193142 -0.04217588 0.6903791 0.9469626 -0.6580264 -0.002974216 0.2733474 1.332624 0.5282588 -0.3407568 -0.3629456 0.295625 -0.2353699 0.8355824 -0.4489123 1.402514 1.402925 0.7336712 0.1437314 -0.6036417 0.7938321 0.386358 0.2259657 -0.3260592 0.1230287 1.806096 1.999538 0.1171032 1.508986 -0.3940066 2.112543 0.1350214 1.696404 0.1757992 1.385184 0.6106261 0.8651309 -0.2495757 0.787905 -0.09509032 -0.2797445 1.891432 -0.4320028 0.527296 0.05006244 1.281716 0.199854 0.2676075 0.1078861 1.575261 -0.6512305 0.5397704 -0.5881119 -0.4347568 -0.1342789 0.6554996 0.243766 0.7909401 0.3205075 0.6286427 0.5844161 0.1750298 -0.2807283 0.4542981 -0.1780732 0.619204 1.056064 1.318627 1.423767 0.7028607 0.5417868 0.5759612 0.1804299 0.7651868 0.8231106
-0.3734966 0.4605339 1.412081 -1.286573 1.080242 -1.869017 -0.09460808 0.06343096 -0.1559207 -0.4743448 -1.38443 1.313575 1.48147 1.99793 1.246438 -0.9649104 0.3794969 -0.1662019 -0.03708984 0.6708401 1.739014 0.6878071 0.5706804 0.002126554 0.4836564 -0.1108891 0.888286 -1.080199 -1.260754 0.169428 -0.845947 -0.6147686 0.3764637 -0.3587099 0.06568509 -0.1965477 0.1982403 1.317281 0.1748419 1.581064 0.3996191 -0.6391926 -0.2254713 0.0964124 1.034143 0.1441601 1.917755 0.3716749 -0.2645542 0.3980767 0.4337325 1.773354 2.159409 0.9845164 0.4247509 1.114319 0.3590779 0.6590631 -0.724408 1.938152 0.7395956 1.153302 0.7638367 0.6909015 0.9742671 1.469878 1.66512 1.658897 1.053985 0.4103846 0.5703687 1.017271 0.06499907 0.4154742 1.596517 0.8447393
-1.314107 0.8202639 -1.749786 0.6831046 -0.6195635 0.5919443 0.06002983 -0.007501717 -0.9094351 -0.2015091 -1.55428 0.5777094 -0.2293155 -2.548762 1.317022 0.08547943 -1.329788 0.5462295 1.095273 -0.7615656 0.64787 1.259697 -1.021913 1.490422 -0.9738382 1.979608 1.795069 0.3323035 0.6152036 1.105535 -1.771371 -0.1287191 -0.3817838 -1.288046 -0.5787233 -0.8961965 -0.2844764 -0.1004414 -0.8866348 1.269707 0.1173868 0.2303524 0.5857849 0.7227636 1.081353 1.551584 1.830792 1.181503 0.7952483 1.59779 1.815382 1.380637 2.377378 1.87807 0.885155 0.4399987 1.597342 1.668313 0.3761998 1.171286 1.267031 1.740735 1.364725 0.01077911 1.535772 1.556127 0.07607038 -0.450012 1.906643 1.983609 1.453548 2.470043 2.929875 1.390404 2.133818 1.731111
#  Spring_NE_winds : Spring_NE_winds
0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983 0.07683983
-2.14164 -0.8460694 1.01267 -0.3505208 -0.6205044 -0.6312032 -0.2050089 0.4969798 -1.988966 -0.2535605 1.393305 0.06483672 -0.4417344 -1.733247 -0.4953893 -1.054921 -2.402854 0.1711011 0.7636832 -1.440222 -0.06470423 0.6452483 1.592575 0.2863353 0.3921964 -2.242181 -0.3796318 -2.357477 0.1926977 -0.07375575 -0.728793 0.3531435 -0.6240607 0.5755798 -1.084156 -0.888286 -0.5722606 1.669636 2.551517 -1.432505 0.2662284 -1.44252 0.02539244 0.1819194 1.017948 1.478437 -1.528832 1.159314 0.009000977 -0.6721356 0.3811012 0.678235 0.04160197 -0.7426073 0.05263878 -2.032484 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824 -0.5527824
0.1922282 -0.2709512 -0.07878118 0.1603669 0.06462561 -0.7860101 -1.303506 0.0006525198 -1.639799 -1.222801 -0.07127962 1.210738 1.598956 -0.3040947 -1.233406 0.8363363 0.3460868 -0.001575592 -1.029745 -0.5238493 0.235715 -0.9761256 -0.7773745 0.3987686 -0.2122415 0.564341 -1.885555 -0.2953573 0.3851801 -0.02660619 -1.713485 -0.5878416 0.4265061 -0.01746825 -1.062306 0.2765172 -0.331619 -0.4566031 -1.064101 -0.6975513 -0.1457911 -1.112598 0.7571133 -0.4097105 0.2220817 -0.2027031 -1.596639 -0.8675807 -1.872001 0.08584108 -0.8924303 -0.541308 -2.04056 -0.5365174 1.389355 0.5292268 0.4736843 0.2320706 -0.3919258 0.221502 -2.296189 -1.000303 -1.178991 -1.98125 -0.3681774 0.2041719 -0.606751 1.101162 -0.834556 -1.076322 -1.494317 -0.03059316 -0.6619744 -1.072819 -1.64751 1.150591
2.125368 -0.438537 0.583387 1.611955 2.855755 0.8003142 -0.2595809 0.944039 2.070845 0.8035519 1.612905 0.9614578 2.508686 1.214604 0.8636534 0.8449265 -0.01295122 0.5182871 2.465825 2.128383 1.807681 2.134348 0.9583201 1.180732 1.214071 1.014868 1.520079 0.5140714 0.4348028 0.622463 -0.7984939 1.960775 -0.7430575 2.065065 0.2705127 1.33543 1.315075 0.4516931 1.219115 -0.6108292 0.658499 -0.7037431 0.0321742 0.6368656 1.781967 2.356804 1.284964 0.0750932 2.090296 1.232932 -0.8203898 1.689955 0.4139636 0.8897178 0.8470879 -0.3851783 2.015283 0.9370092 0.1193529 0.793026 -0.04658935 -0.3242306 0.9269219 0.5160173 0.336326 1.347312 1.125782 1.321791 2.629661 2.159939 2.302345 0.5743603 1.503861 1.54324 1.220939 2.594705
0.9923387 0.1491224 -0.502709 -0.1596909 2.105695 -1.361595 1.800951 -1.663362 -0.5763569 1.716429 1.618466 -0.7631326 1.191873 -0.7527913 -0.371476 0.5777556 1.269652 0.7649255 -0.2164224 -1.022212 1.937243 -2.122761 -0.3530182 0.3963178 -1.721879 0.08730587 2.772944 1.423972 1.331661 -2.156199 0.7785389 0.9258752 -1.266512 0.6547131 -0.1627075 2.463627 1.110872 -1.36392 0.739553 0.8655456 0.5022086 1.38916 0.6149463 0.1885086 1.69488 0.2829448 1.369883 0.2533072 2.327265 1.653753 1.302922 1.038637 1.479794 2.301707 -0.3924002 1.057382 2.779374 -0.3173092 1.455745 1.002282 1.469312 0.9820668 2.539512 0.8497289 0.5087397 0.9863748 1.142245 1.981634 2.069508 0.8739078 2.805724 1.877458 0.2456418 0.06505189 2.750912 2.443514
0.4756855 1.119404 -1.051176 -0.8643905 0.122546 0.08078678 0.7359297 0.06792631 -0.2630044 -1.498092 -0.009950941 0.3475105 0.7525253 -0.1460279 -0.7579864 0.09564858 0.01105896 -0.148146 0.1706811 0.5324383 0.8714628 0.08994548 0.1578517 -0.7124349 0.2680724 -1.426115 0.8049949 1.928348 0.8502393 -0.2333596 0.5896913 -0.9423982 1.655129 1.439872 0.4496961 -0.3773152 -0.3301005 0.17601 0.871008 -0.04446358 -0.3740427 -1.940809 -0.2078521 1.651499 -0.9235363 0.5072283 -0.6170665 -0.78982 1.163715 0.5361184 -0.9328547 0.8232799 0.981313 -0.603688 0.6498931 1.13489 1.587705 1.494473 -0.9802049 0.5634048 0.2383202 -0.7304369 0.275423 1.498002 0.8631568 -0.2858754 0.462201 -0.5446824 0.05118006 1.030585 -0.4431177 0.5851632 -0.5321867 1.501294 -0.1703872 1.09747
1.339114 0.4654683 0.09190609 -0.6618746 -0.8544563 -0.3096899 -0.4594721 0.2159598 -1.812244 1.041484 1.164353 1.058452 0.5107947 0.07198682 0.2777348 -0.7018284 -0.2626654 0.07326883 0.1282292 0.4903535 0.3615803 1.197976 0.08443142 0.7007319 1.242378 0.7588907 0.2043666 -0.08440429 -0.7890755 0.1776388 2.091102 1.229583 0.6347813 1.297602 -1.035221 0.7354086 0.9098965 0.05090057 3.049143 0.6453251 1.652909 1.626489 0.4268225 0.022205 0.373867 1.57886 0.7833182 1.578047 1.398055 0.7805519 -0.3068961 0.2007962 1.678071 0.655269 1.15376 0.8750645 -0.2478451 1.740187 0.2956764 0.694069 2.167012 1.101835 1.439306 -0.2521137 1.482057 0.7688735 1.508827 1.800538 2.002746 1.735661 0.4131447 1.306119 1.217473 0.6429377 1.92093 1.612626
2.353326 -0.4576241 0.9692419 -0.2996213 1.584145 -2.272561 -1.23081 0.08087169 -0.9099485 1.565416 -1.076729 0.02924996 -1.495872 -0.161316 0.8903572 1.918928 -0.6981666 -1.726306 0.2684742 -1.416542 1.547599 -0.4374643 -0.2557356 0.2011279 -1.046107 0.8498339 -0.6591679 0.3158982 0.02047493 -2.125597 1.558562 0.1235919 -1.539475 0.6540019 0.2607565 0.973287 1.228438 -1.534116 -0.1864896 -0.9161471 -1.093036 -0.6367316 1.608003 -0.05476891 1.107262 0.06957588 -0.1176308 -1.889919 -0.8257439 0.02405227 0.581308 0.1256642 0.2176427 -0.678789 0.3861439 0.7360637 1.918455 0.5808244 0.9861347 0.6118919 -0.4994186 -0.2763919 -0.776116 0.3622819 -1.517058 -1.413272 0.0585466 0.3952234 -1.009909 0.6039763 -2.281316 0.3781755 -2.120743 0.987175 -0.4645038 -1.549997
-1.853047 1.049689 0.8696346 0.3988395 -2.497057 -1.493782 0.2882477 0.3941857 1.122614 1.606846 -1.080508 0.2320391 -0.3813465 -0.1625485 0.6297793 -1.976187 0.280998 1.339993 1.794703 0.1226618 -0.9799676 0.9580343 -1.347463 -2.080438 0.3854762 -1.218278 0.06540574 -0.5328004 -1.607022 -0.09807837 0.7571265 -1.988694 0.2655394 -1.592799 0.6947729 -0.4571349 -1.010132 1.324902 -0.04167789 -1.303374 0.9294358 -0.850092 1.045744 0.289458 -1.124154 -0.1417857 -0.4708717 -0.365822 -0.6643297 -1.167269 -0.5162909 -0.4167494 -1.443988 1.036726 -0.2327273 -0.9608962 0.5765875 -1.445162 1.313697 0.7358318 -1.730578 -1.437302 0.2193622 -0.3937476 0.5067214 0.8977655 0.4314308 -1.794461 0.8152917 1.048565 -1.058696 1.146107 0.5904907 -0.4961736 -0.7199111 0.3476772
-0.5201422 -1.383358 0.8495244 2.191931 -0.3435681 0.3290919 -0.7443793 0.2291673 -1.271923 -2.689939 -0.8946099 -0.1104933 -0.3501403 -0.1204439 -1.212548 -0.5309645 -1.951145 -2.098603 -0.8520224 0.0956267 0.8110569 1.683353 -1.629885 0.2619384 -2.339216 0.9520757 -1.31002 -2.13643 -0.8963375 -1.697033 -0.002331463 -2.652228 0.5455386 1.43719 -0.03791688 -0.7773178 -0.6994376 2.186445 1.835482 -2.117771 -1.292148 1.003679 -1.519963 -0.1547398 0.8469584 -0.001956076 2.003407 -0.2471521 -1.763336 -1.895921 1.098585 1.597481 0.419807 -0.4270486 -0.5685836 1.460451 -0.5811631 0.6858579 0.6987166 1.734001 -0.567711 -0.292882 0.1242038 1.149729 -1.67081 -1.962172 0.1083326 0.3618164 -1.01015 -1.192466 -1.548436 -1.758646 0.1456772 0.4898796 0.563158 -1.857228
-0.2439878 0.9001483 1.743736 1.654983 1.25164 -0.4920075 -1.309045 0.5792404 -1.413707 -1.482642 0.3844522 0.4762786 0.09053303 -0.442184 -0.1584439 1.341257 0.2294733 -1.424552 0.02832335 0.2839981 -0.7134342 1.994061 0.1237511 -0.5726314 1.37579 0.5107993 2.21144 -0.6237631 0.1014714 1.075621 -0.3583014 -0.5194115 0.04982362 1.224985 0.4585344 0.9028767 -0.007090745 -0.7448395 0.7500881 -1.355543 -1.166896 -1.101007 0.4770301 -1.092878 0.4978344 -0.7704692 1.298634 0.612584 -0.7277693 -1.817972 0.394541 0.7882762 0.0741094 -0.396581 -0.342349 0.1105858 -1.060238 0.6755162 0.6025924 -0.092061 1.842823 0.6036787 0.4836277 0.09932426 2.39835 -0.8322973 3.122285 -0.8862448 1.254117 0.7303399 1.366044 1.175183 0.098509 0.2411832 0.3085359 -0.5409386
-1.282483 -0.2740905 0.7645908 -0.3939442 0.09635233 1.65101 -0.4680185 -1.498028 -0.6103617 -0.9080298 1.445887 0.06203308 1.151362 -0.2300178 -0.5937696 0.7909654 -1.519222 -1.310834 0.8621554 -0.2619938 -0.1122542 -1.333241 0.3055067 -1.593153 2.068446 -1.095782 -0.5660757 0.1038717 1.636801 -0.7839601 1.322234 0.4965255 0.09139997 -1.511458 1.074666 -0.9817475 -0.8147576 1.62868 0.1047871 -1.726133 0.5126167 0.4386496 -0.672411 0.3403418 0.7927803 -1.844177 1.556177 -1.986966 -1.377382 0.9498292 -0.04200099 -0.5601165 -2.481665 -0.4628989 1.102212 1.505187 1.641596 -0.2712287 -1.4997 -1.091831 0.4595821 0.737424 1.698996 0.6376761 -0.8197199 -0.3705683 -0.5888708 -0.7071339 -0.06377688 0.7061385 -1.092703 0.6133033 -0.2898139 -0.5967263 -0.9652034 1.028871
-0.4781359 1.666826 -1.351554 -0.6567556 -0.3095628 0.8180203 -0.5433149 1.244284 -1.708308 -1.5434 0.4085958 -2.682803 0.3259695 2.83865 -0.1939097 0.2560664 -2.78677 0.583057 -1.024504 -2.076947 -1.796524 -0.3991933 0.6843259 -1.28247 0.0617189 0.1024225 0.7480665 -0.6950802 0.9325185 -1.180743 -1.888012 -0.5001868 1.386495 0.04976228 1.141595 -0.823124 0.1807769 1.267091 -1.569213 -0.2065268 0.6259612 -0.5823661 -1.393495 -0.799988 -0.7986612 -0.2684612 -0.4806659 0.5540256 0.8518326 1.77332 0.5910151 0.5549562 -0.7470578 -0.6931784 1.566967 0.5839269 0.5942132 0.9357816 1.065933 2.502823 1.087308 0.8685894 0.2577079 0.6494945 1.014964 1.117314 2.159503 -1.955345 -0.4503799 -0.4920354 -0.6826457 1.488042 0.6850498 0.8548667 1.445815 3.151717
#  Summer_NE_winds : Summer_NE_winds
0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939 0.1179939
1.588658 -0.1082465 -0.7711068 -1.326176 -1.083196 0.2745667 -0.3961912 0.2088186 0.4587437 -0.3199363 0.4691025 0.5422847 -0.2479883 -0.6370376 -0.9810838 1.293133 -0.05156854 -1.223707 -1.06672 -0.4283162 0.3900363 0.4437841 0.09237751 2.117824 -0.9067462 -0.163989 3.436352 1.809049 -0.3170882 0.2473641 3.033357 -0.253937 2.678983 0.2729824 0.39161 -0.5000901 0.8755883 0.8401076 2.785081 0.4340997 -0.4460447 -2.591811 -1.408333 -0.145226 -1.520615 0.7481167 2.600217 0.843492 -0.5253714 2.184711 -0.6319202 0.6328298 -0.9804276 -0.1061508 0.9415051 -1.208667 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066 -0.1474066
1.420187 -0.6163394 -0.01729928 -0.5645028 -0.319995 -0.9986093 0.341371 -0.1377476 0.008148513 -0.1882919 -0.169813 -0.5636912 -1.969644 -1.232758 0.2386477 0.8877976 -0.4060648 -0.768435 -0.6611382 -0.1829974 -0.7035549 0.1370049 0.6377858 -0.1285348 -0.2562919 -0.9882262 0.01530217 -0.9214203 1.067829 -1.139048 -0.09870436 0.3113458 -0.859131 -1.220071 0.100581 0.2748355 -0.7765746 -0.317761 -1.643067 0.6335656 -0.4472701 -0.007093224 -0.7525843 -0.1369026 0.1043867 0.2330847 0.7136459 -0.03409389 -0.8884403 0.6070234 -0.1679755 0.5898953 -1.665135 -1.094369 -1.465733 0.4048669 1.232906 -0.0301321 -0.9692755 -1.644888 -0.1840118 0.04957136 0.5312111 0.7103054 0.6011199 -0.3211753 0.1245799 -0.1636565 -0.4047437 -0.1473335 1.489828 -1.058919 -1.009676 -1.233212 -1.528726 -0.6101841
-0.3778448 2.015203 0.6606232 -0.1305345 0.2452383 -0.6960602 -1.578897 0.3516688 -0.9182954 0.7072031 -0.7832782 3.403691 0.5277897 0.4537587 2.634061 0.5591629 -0.5311073 1.473394 -0.3901495 -0.4593714 -0.8808478 -0.3292926 0.157013 0.1448463 0.5806172 1.606231 0.8964053 0.2391334 -0.1310363 2.308503 -0.7857017 2.625718 2.434488 2.408131 1.112338 -0.06629081 0.9279456 0.2596723 2.807865 -0.1391999 1.142318 1.110322 0.1175847 0.002557721 1.409652 -0.07582277 -1.568332 0.4793416 0.7561922 -0.7742239 1.334161 1.198609 -0.3887882 0.6688404 -1.234275 2.604092 0.2729069 0.6343615 0.9530446 0.9698922 0.4411426 1.56223 0.4435257 -0.5121237 0.1318575 2.217065 -0.8688615 0.5689573 2.61256 -0.6772984 0.7438148 1.610468 0.9946202 -0.4053987 1.880095 -0.6672534
1.79373 1.073517 -0.2637165 -1.726027 -0.2144193 -1.475764 -0.3784936 -0.8333888 0.2924405 0.2638893 1.607866 -0.5472948 -0.01157673 -1.574994 1.711557 1.062435 -0.6922442 1.469585 0.3801164 0.3900669 1.713741 1.222076 -0.4873465 -0.1033775 1.395785 2.094816 -0.1844794 0.4206323 0.5327591 0.5897852 -0.1373814 -0.1180689 -0.5964199 2.691848 0.6482133 -1.388692 -0.2420419 -0.9328344 -0.2010681 0.0860369 -0.1889164 -0.1114166 0.1175555 -1.116056 0.2128085 -0.8964281 0.3875493 0.0002948177 1.706814 -1.32131 1.276416 0.6421089 1.473222 -1.120437 -0.3158502 2.8941 2.616358 1.545786 -0.6318534 -0.8353641 0.9941004 1.511745 -0.2609974 -0.1817646 1.804156 -0.5097352 -1.361546 -1.864739 0.9644903 0.3406048 -1.401564 2.308316 0.1746705 3.111689 1.379392 0.6067843
