#COVAR_START ##############################################DO NOT REMOVE THIS LINE OR REC FIT WONT RUN!
-0.5892936 -0.2753525 0.8699055 -0.8722791 0.7720994 2.203327 0.4136575 -0.348647 -0.04629878 0.5569235 -0.6966892 0.08992281 0.9489017 -0.2351049 0.6585116 0.1885469 1.101289 -1.852144 1.525802 -1.16721 -1.208358 -0.1366846 -0.1238537 0.7679425 -0.457171 -0.3551266 0.7806409 0.445146 0.4589531 -1.174701 -2.338273 -0.7393446 -2.586835 0.3899451 -1.208992 0.1463862 0.4007769 0.4441237 -1.478892 -0.6787487 -1.700257 0.4774453 0.4774453 0.477445
# srvy_rep_temp_bottom5m :
2.861168613 1.734536406 2.039119001 -0.169757469 0.746894269 0.001350855 0.111349064 -0.609750303 0.954668663 -0.108647353 0.734672246 -0.267533655 -0.1330914 -0.585306257 0.832448431 -0.988633022 -0.890856836 1.223553172 0.429121666 1.040222825 -1.955395055 -0.36530984 0.13579311 0.8691145 1.663546007 1.13799901 1.235775196 -0.719748512 -0.805302674 -1.440847879 -1.306405624 -1.074187184 0.062460971 -1.767175898 -0.731970535 0.856892477 1.040222825 2.335757281 0.416899643 2.225759073 2.482421559 -0.11256329 1.235775196 1.23577519
# srvy_rep_temp_surface5m :
2.20427822 1.791788944 3.1662368 -0.996092643 1.97129189 0.64142725 -0.02350507 -0.936546465 0.24445273 0.006268019 0.184906552 0.155133463 0.502486168 0.264301456 0.492561805 -1.035790095 -0.519723219 0.065814197 1.266662118 0.879611961 -2.742780528 -0.42047959 -0.807529746 0.24445273 1.167418488 1.792653356 0.54218362 -1.025865732 -0.212067967 -2.365654734 -1.958755852 -1.333520984 -1.591554422 -1.591554422 -0.261689782 1.544544281 0.482637442 2.874408921 1.276586481 0.90938505 2.586602395 2.261383997 0.54218362 0.5421836
# srvy_rep_Ztot_large_integrated :
0.3729106 0.972532 0.3925838 1.282622 0.391496 1.284815 0.2809617 0.5356947 0.6405948 0.4875203 0.4438241 0.03430515 -0.3487956 -0.2467547 0.1651293 0.8620014 -0.08184725 0.3092413 0.5145896 0.5036742 -0.9230402 0.5589376 0.8316989 0.8387888 -0.1553101 0.6375346 1.068967 1.047755 -0.1489021 -2.619252 -1.854461 -0.8103432 -0.5991569 -2.249707 0.5710557 0.1853468 0.8098062 -0.06262224 -0.04655587 0.2408156 0.2582872 0.246528 0.246528 0.24652
# srvy_rep_Ztot_large_surface5m :
1.464103 0.6164142 -0.6785756 1.277572 -0.9556717 -1.451925 0.2182285 0.6459543 0.9208863 0.5949184 0.7702166 -0.4255739 0.08306078 0.8971636 0.7360631 0.6171172 -1.647084 1.433046 -1.500356 1.00613 -1.211083 0.3393114 0.7036592 0.5718529 0.9811218 -0.1253307 1.067255 -0.2391519 -1.514087 -2.200627 -0.7463602 -0.6834739 -0.7804463 -2.639587 -0.1162818 -0.4815531 1.098915 0.2662952 -0.4635172 1.101442 -0.9251009 -0.7843825 -0.7843825 -0.784382
# summer_Cop_integrated :
-1.250499 -0.330266 -0.6236819 0.3073529 -0.1036229 0.7961465 0.4824199 0.3793625 -0.6086243 0.1243245 -0.4759469 -1.261232 -1.488023 -0.8458415 -1.205366 1.028851 0.07267823 -1.923841 -0.669389 0.8676255 0.5223844 0.9087965 0.2146198 -0.5402763 -1.400543 -0.1789136 0.136779 0.6600687 1.38802 1.149988 0.9872506 0.8318257 1.8489 1.197781 0.1498482 -0.1172292 -0.9504856 -1.137648 -0.1331052 -1.447327 -1.327398 2.478661 2.478661 2.47866
# summer_Cop_surface5m :
-0.2455727 -0.6223867 -0.7729413 1.570975 -1.652622 -1.029581 0.3462044 0.9015283 -0.6297079 0.7171644 -0.6945683 -0.2966289 -2.075454 -0.02785351 -0.420612 0.9287149 -1.69775 0.8638964 -1.544625 1.011709 0.7975933 0.7583765 0.5033175 -0.8783239 -1.286991 -2.013406 -0.02083384 0.5028358 -0.6621678 -0.6409415 1.146442 0.587723 2.28241 1.066985 0.578309 -1.1581 -0.517962 -1.35357 -1.256214 0.03076849 -1.547914 -0.3930724 -0.3930724 -0.393072
# summer_Eup_tot_integrated :
-1.401686 -0.4186015 -0.7432132 0.2369577 -0.07493674 0.9178493 0.5523058 0.4586023 -0.6524998 0.08791561 -0.4773885 -1.271368 -1.379721 -0.6672709 -1.2899 0.8961311 0.2784484 -1.884206 -0.4144107 0.8373817 0.5901773 0.9568513 0.2853252 -0.466622 -1.394564 -0.1362764 0.1247842 0.7479775 1.610457 1.291578 1.005013 0.9640443 1.843817 1.31102 0.2915003 -0.06415333 -0.8544014 -1.154461 0.004687276 -1.544256 -1.329494 2.590694 2.590694 2.59069
# summer_Eup_tot_surface5m :
-0.3729461 -0.6722353 -0.8203249 1.553637 -1.64564 -0.9459756 0.3935767 1.03897 -0.6511411 0.7059519 -0.715762 -0.3786176 -2.096975 0.04451627 -0.4969809 0.8199206 -1.580958 0.8577363 -1.46581 1.150242 0.9113239 0.8429623 0.6438067 -0.8621505 -1.336028 -2.112875 -0.07769303 0.5520572 -0.6474374 -0.5261172 1.198607 0.6070304 2.350937 1.23511 0.6537202 -1.17771 -0.5121189 -1.430934 -1.180879 -0.09860341 -1.709925 -0.3100842 -0.3100842 -0.310084
# summer_Ztot_large_integrated :
-1.265509 -0.441737 -0.688166 0.2437351 -0.1009663 0.8984421 0.4319183 0.3442054 -0.6838806 0.09007611 -0.466087 -1.207796 -1.493776 -0.7002931 -1.253746 0.9537076 0.2941241 -1.905551 -0.5044616 0.800223 0.5677507 1.00416 0.3488252 -0.4861312 -1.378507 -0.1599314 0.1502719 0.790971 1.623269 1.143928 0.9914807 0.9150512 1.883863 1.307347 0.1964927 -0.04309599 -0.7790031 -1.081731 0.06652249 -1.322675 -1.306366 2.968444 2.968444 2.96844
# summer_Ztot_large_surface5m :
-0.1732743 -0.7104367 -0.7842142 1.530069 -1.633511 -0.9264818 0.3114774 0.9445033 -0.6823595 0.6824509 -0.6203021 -0.3027321 -2.163391 -0.02616444 -0.4502513 0.8980462 -1.591788 0.7773287 -1.566237 1.091117 0.8544514 0.8881421 0.6650899 -0.9253001 -1.319595 -2.088586 -0.0368666 0.5672427 -0.6012496 -0.6463434 1.139134 0.4496628 2.319213 1.214108 0.5068394 -1.210395 -0.4987639 -1.375104 -1.139035 0.05937199 -1.702905 -0.3564292 -0.3564292 -0.356429
# winter_Cop_integrated :
0.8451248 -0.1026813 -0.9146003 -0.07205604 -1.075865 -1.072549 -0.4033098 -1.304585 0.8881443 -0.7993338 0.3672691 -1.016796 -1.065344 -0.8902387 0.4758655 0.1708256 -0.9355007 2.524069 1.234606 -0.4337145 1.483682 2.35801 -0.11627 2.183283 5.269675 2.413792 2.312643 0.6602239 5.99 26.56346 2.823258 2.576554 -0.05724964 2.541632 7.14352 5.431681 2.597531 3.071023 1.49413 0.9297791 4.849049 5.522971 5.522971 5.52297
# winter_Cop_surface5m :
0.3829983 -0.2502774 -0.735123 -0.5990703 -0.8067366 -0.8773214 -0.4818546 -1.042847 0.5444836 -0.8425338 0.4122281 -0.940869 -0.9658849 -0.8163673 0.1956681 -0.1520218 -0.592003 2.651746 0.7932764 -0.2999217 1.475447 2.988618 0.1813776 2.331517 5.208935 2.019584 2.592712 1.490131 8.173658 30.28066 3.489318 3.508665 0.8560284 2.423321 9.604613 8.412346 2.917122 2.272112 0.9176768 1.067683 5.981947 5.837543 5.837543 5.83754
# winter_Eup_tot_integrated :
0.2333831 -0.4609667 -0.7123777 -0.5213591 -0.9731169 -0.8605885 -0.5967756 -1.108586 0.5384637 -0.75594 -0.07364347 -0.9606709 -0.9686869 -0.8413449 0.2794587 0.1126503 -0.5812519 2.008232 0.7680471 -0.3608236 2.234045 2.880149 -0.1012773 1.687863 4.064225 1.411842 1.635084 1.161563 7.475879 31.3729 3.273322 3.504778 0.7622862 2.413832 7.973694 5.619217 2.120042 1.930569 0.7748459 0.6812112 3.098172 3.588031 3.588031 3.58803
# winter_Eup_tot_surface5m :
-0.09986148 -0.4917443 -0.5925943 -0.7412788 -0.7055148 -0.6997452 -0.5660098 -0.88786 0.308728 -0.7307787 -0.1012817 -0.8811151 -0.8443442 -0.7308953 -0.05499324 -0.1316179 -0.2905357 1.956012 0.3710308 -0.2890961 1.972298 3.289866 0.03767236 1.859222 3.818636 0.9823087 1.653874 1.825242 9.127515 32.62096 3.736917 4.103487 1.51592 2.296709 9.979305 7.973666 2.537633 1.283083 0.3412394 0.6791889 3.305773 3.439881 3.439881 3.43988
# winter_Ztot_large_integrated :
0.8191168 -0.1747048 -0.9587999 -0.1318504 -1.088052 -1.096103 -0.4919659 -1.329354 0.8875012 -0.8529546 0.3511709 -1.029933 -1.060793 -0.8848546 0.5685643 0.2488307 -0.8028636 2.415099 1.183693 -0.3966635 1.53684 2.355639 -0.1129002 2.219371 4.754164 2.500081 2.287832 0.6664714 6.098754 24.24865 3.031949 2.842269 -0.1251234 2.502723 7.169184 4.754273 2.451207 2.927628 1.388667 0.8975085 4.287823 5.007738 5.007738 5.00773
# winter_Ztot_large_surface5m :
0.3573853 -0.2694527 -0.7881191 -0.619351 -0.8299302 -0.8865089 -0.5869887 -1.10818 0.6353171 -0.9273622 0.6608236 -0.9915933 -1.022891 -0.7791141 0.3597493 -0.1058809 -0.5429487 2.648457 0.7385654 -0.2649055 1.360713 2.882863 0.1881488 2.511736 4.875395 2.212248 2.644539 1.397381 7.598957 26.40867 3.680408 3.68776 0.6395988 2.552433 9.309335 7.428486 2.801058 2.235965 0.8907769 1.093967 5.949176 6.252553 6.252553 6.25255
#COVAR_END ##########################################################DO NOT REMOVE THIS LINE OR REC FIT WONT RUN!
# BTempC_hindIN 
4.599889 3.678084 3.927292 2.12 2.87 2.26 2.35 1.76 3.04 2.17 2.86 2.04 2.15 1.78 2.94 1.45 1.53 3.26 2.61 3.11 0.659 1.96 2.37 2.97 3.62 3.19 3.27 1.67 1.6 1.08 1.19 1.38 2.31 0.813 1.66 2.96 3.11 4.17 2.6 4.08 4.29 2.166796 3.27 3.27
###########################################################  
# SSTempC_hindIN 
8.824762 8.409129 9.794052 5.6 8.59 7.25 6.58 5.66 6.85 6.61 6.79 6.76 7.11 6.87 7.1 5.56 6.08 6.67 7.88 7.49 3.84 6.18 5.79 6.85 7.78 8.41 7.15 5.57 6.39 4.22 4.63 5.26 5 5 6.34 8.16 7.09 9.5 7.89 7.52 9.21 8.882303 7.15 7.15
###########################################################  
# overlap : pred overlap (2-6/0-6 area)
# predator 1 ; prey 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 1 ; prey 2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1     
# predator 1 ; prey 3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 2 ; prey 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 2 ; prey 2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 2 ; prey 3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 3 ; prey 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 3 ; prey 2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# predator 3 ; prey 3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
#testfile  
12345  
